c(0),-4
c(1),4
c(2),-6
c(3),6
c(4),26
c(5),-2
c(6),2
c(7),0
c(8),-8
c(9),0
c(10),-10
c(11),-6
c(12),4
c(13),-6
c(14),-2
c(15),2
c(16),-4
c(17),6
c(18),0
c(19),2
c(20),-8
c(21),-8
c(22),8
c(23),0
c(24),2
c(25),0
c(26),0
c(27),2
c(28),4
c(29),2
c(30),-2
c(31),-4
c(32),4
c(33),-6
c(34),6
c(35),26
c(36),-2
c(37),2
c(38),0
c(39),-8
