c(0),14
c(1),-2
c(2),-8
c(3),14
c(4),-2
c(5),-8
c(6),14
c(7),-2
c(8),-8
c(9),14
c(10),-2
c(11),-8
c(12),14
c(13),-2
c(14),-8
c(15),14
c(16),-2
c(17),-8
c(18),14
c(19),-2
c(20),-8
c(21),14
c(22),-2
c(23),-8
c(24),14
c(25),-2
c(26),-8
c(27),14
c(28),-2
c(29),-8
c(30),14
c(31),-2
c(32),-8
c(33),14
c(34),-2
c(35),-8
c(36),14
c(37),-2
c(38),-8
c(39),14
