c(0),31
c(1),0
c(2),1
c(3),0
c(4),-1
c(5),-2
c(6),-3
c(7),-2
c(8),-3
c(9),-2
c(10),5
c(11),2
c(12),1
c(13),4
c(14),1
c(15),2
c(16),-3
c(17),-2
c(18),-5
c(19),-2
c(20),-3
c(21),-6
c(22),1
c(23),2
c(24),1
c(25),2
c(26),1
c(27),0
c(28),-1
c(29),-2
c(30),-1
